gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,total_score,average_score,reading_math_ratio,writing_math_ratio
female,group E,high school,standard,none,74,81,71,226,75.33333333333333,1.094594579802776,0.9594594464937913
male,group A,associate's degree,free/reduced,completed,40,55,53,148,49.333333333333336,1.374999965625001,1.324999966875001
male,group A,some college,standard,completed,61,51,52,164,54.666666666666664,0.8360655600644991,0.8524590024187049
female,group B,high school,standard,none,81,91,89,261,87.0,1.12345677625362,1.0987654185337603
female,group B,some college,free/reduced,completed,48,56,58,162,54.0,1.1666666423611116,1.2083333081597227
female,group D,master's degree,standard,none,53,61,68,182,60.666666666666664,1.1509433745105024,1.2830188437166257
female,group D,some high school,standard,none,81,97,96,274,91.33333333333333,1.1975308494131993,1.1851851705532694
female,group E,some high school,standard,none,77,79,80,236,78.66666666666667,1.0259740126496881,1.0389610254680386
female,group D,bachelor's degree,free/reduced,none,63,73,78,214,71.33333333333333,1.158730140337617,1.238095218442933
female,group D,associate's degree,standard,completed,73,75,80,228,76.0,1.0273972462000378,1.095890395946707
female,group D,some college,standard,none,69,77,77,223,74.33333333333333,1.1159420128124347,1.1159420128124347
female,group C,associate's degree,standard,none,65,76,76,217,72.33333333333333,1.169230751242604,1.169230751242604
female,group A,high school,standard,none,55,73,73,201,67.0,1.3272727031404963,1.3272727031404963
female,group C,bachelor's degree,free/reduced,none,44,63,62,169,56.333333333333336,1.4318181492768602,1.4090908770661166
female,group C,some college,standard,none,54,64,65,183,61.0,1.1851851632373118,1.2037036814128947
female,group A,some high school,standard,none,48,66,65,179,59.666666666666664,1.3749999713541674,1.3541666384548618
male,group C,some college,free/reduced,none,58,57,54,169,56.333333333333336,0.9827586037455414,0.9310344667063023
male,group A,some high school,standard,none,71,62,50,183,61.0,0.8732394243205716,0.7042253421940093
male,group E,bachelor's degree,standard,none,68,68,64,200,66.66666666666667,0.9999999852941179,0.9411764567474051
female,group E,high school,standard,none,74,76,73,223,74.33333333333333,1.0270270131482837,0.9864864731555882
female,group C,bachelor's degree,standard,completed,92,100,99,291,97.0,1.0869565099243859,1.076086944825142
female,group C,bachelor's degree,standard,completed,56,79,72,207,69.0,1.4107142605229597,1.2857142627551026
male,group B,high school,free/reduced,none,30,24,15,69,23.0,0.7999999733333342,0.4999999833333339
male,group A,some high school,standard,none,53,54,48,155,51.666666666666664,1.0188679053043792,0.9056603602705593
female,group D,high school,standard,none,69,77,73,219,73.0,1.1159420128124347,1.0579709991598407
female,group D,some high school,standard,none,65,82,81,228,76.0,1.2615384421301779,1.246153826982249
female,group D,master's degree,standard,none,54,60,63,177,59.0,1.11111109053498,1.166666645061729
female,group C,high school,standard,none,29,29,30,88,29.333333333333332,0.9999999655172426,1.0344827229488716
female,group E,some college,standard,none,76,78,80,234,78.0,1.0263157759695294,1.052631565096953
male,group D,high school,free/reduced,none,60,57,51,168,56.0,0.949999984166667,0.8499999858333336
male,group D,master's degree,free/reduced,completed,84,89,90,263,87.66666666666667,1.059523796910431,1.0714285586734695
male,group C,some high school,standard,none,75,72,62,209,69.66666666666667,0.9599999872000002,0.8266666556444446
female,group C,associate's degree,standard,none,85,84,82,251,83.66666666666667,0.9882352824913496,0.9647058710034604
female,group C,master's degree,free/reduced,none,40,58,54,152,50.666666666666664,1.449999963750001,1.3499999662500008
female,group E,some college,standard,none,61,64,62,187,62.333333333333336,1.0491803106691753,1.0163934259607637
female,group B,associate's degree,standard,none,58,63,65,186,62.0,1.0862068778240195,1.1206896358501788
male,group D,some college,free/reduced,completed,69,60,63,192,64.0,0.8695652047889101,0.9130434650283556
female,group C,some college,standard,none,58,59,66,183,61.0,1.0172413617717007,1.1379310148632584
male,group C,bachelor's degree,standard,completed,94,90,91,275,91.66666666666667,0.9574467983250341,0.9680850960842011
female,group C,associate's degree,standard,none,65,77,74,216,72.0,1.1846153663905328,1.138461520946746
female,group A,associate's degree,standard,none,82,93,93,268,89.33333333333333,1.1341463276323618,1.1341463276323618
female,group C,high school,standard,none,60,68,72,200,66.66666666666667,1.1333333144444449,1.1999999800000003
female,group E,bachelor's degree,standard,none,37,45,38,120,40.0,1.2162161833455087,1.0270269992695407
male,group D,bachelor's degree,standard,none,88,78,83,249,83.0,0.8863636262913225,0.9431818074638432
male,group D,master's degree,standard,none,95,81,84,260,86.66666666666667,0.8526315699722993,0.8842105170083103
male,group C,associate's degree,free/reduced,completed,65,73,68,206,68.66666666666667,1.1230769057988168,1.046153830059172
female,group C,high school,free/reduced,none,35,61,54,150,50.0,1.742857093061226,1.5428570987755115
male,group B,bachelor's degree,free/reduced,none,62,63,56,181,60.333333333333336,1.016129015868887,0.903225791883455
male,group C,high school,free/reduced,completed,58,51,52,161,53.666666666666664,0.8793103296670634,0.896551708680143
male,group A,some college,standard,completed,100,96,86,282,94.0,0.9599999904000002,0.8599999914
female,group E,bachelor's degree,free/reduced,none,61,58,62,181,60.333333333333336,0.9508196565439401,1.0163934259607637
male,group D,some college,standard,completed,100,97,99,296,98.66666666666667,0.9699999903000002,0.9899999901000002
male,group B,associate's degree,free/reduced,completed,69,70,63,202,67.33333333333333,1.014492738920395,0.9130434650283556
male,group D,associate's degree,standard,none,61,48,46,155,51.666666666666664,0.7868852330018815,0.7540983482934698
male,group D,some college,free/reduced,none,49,57,46,152,50.666666666666664,1.1632652823823413,0.9387754910453981
female,group C,some high school,standard,completed,44,51,55,150,50.0,1.1590908827479345,1.2499999715909098
male,group D,some college,standard,none,67,64,70,201,67.0,0.9552238663399424,1.044776103809312
male,group B,high school,standard,none,79,60,65,204,68.0,0.7594936612722322,0.8227847997115848
female,group B,bachelor's degree,standard,completed,66,74,81,221,73.66666666666667,1.121212104224059,1.2272727086776862
female,group C,high school,standard,none,75,88,85,248,82.66666666666667,1.1733333176888892,1.1333333182222225
male,group D,some high school,standard,none,84,84,80,248,82.66666666666667,0.9999999880952383,0.952380941043084
male,group A,high school,standard,none,71,74,64,209,69.66666666666667,1.0422535064471337,0.9014084380083319
female,group B,high school,free/reduced,completed,67,80,81,228,76.0,1.194029832924928,1.2089552058364894
female,group D,some high school,standard,completed,80,92,88,260,86.66666666666667,1.1499999856250003,1.0999999862500003
male,group E,some college,standard,none,86,76,74,236,78.66666666666667,0.8837209199567335,0.8604651062736616
female,group D,associate's degree,standard,none,76,74,73,223,74.33333333333333,0.9736841977146816,0.9605263031509698
male,group D,high school,standard,none,41,52,51,144,48.0,1.2682926519928621,1.2439024086853072
female,group D,associate's degree,free/reduced,completed,74,88,90,252,84.0,1.1891891731190654,1.2162161997808623
female,group B,some high school,free/reduced,none,72,81,79,232,77.33333333333333,1.1249999843750003,1.0972222069830249
female,group E,high school,standard,completed,74,79,80,233,77.66666666666667,1.067567553140979,1.0810810664718775
male,group B,high school,standard,none,70,65,60,195,65.0,0.9285714153061226,0.8571428448979594
female,group B,bachelor's degree,standard,completed,65,81,81,227,75.66666666666667,1.246153826982249,1.246153826982249
female,group D,associate's degree,standard,none,59,70,65,194,64.66666666666667,1.186440657856938,1.1016948965814424
female,group E,high school,free/reduced,none,64,62,68,194,64.66666666666667,0.9687499848632816,1.0624999833984379
female,group B,high school,standard,none,50,53,55,158,52.666666666666664,1.0599999788000005,1.0999999780000005
female,group D,some college,standard,completed,69,79,81,229,76.33333333333333,1.1449275196387316,1.1739130264650286
male,group C,some high school,free/reduced,completed,51,56,53,160,53.333333333333336,1.0980391941560943,1.039215665897732
female,group A,high school,standard,completed,68,80,76,224,74.66666666666667,1.1764705709342564,1.1176470423875435
female,group D,some college,standard,completed,85,86,98,269,89.66666666666667,1.0117646939792388,1.1529411629065747
female,group A,associate's degree,standard,completed,65,70,74,209,69.66666666666667,1.07692306035503,1.138461520946746
female,group B,some high school,standard,none,73,79,79,231,77.0,1.0821917659973732,1.0821917659973732
female,group B,some college,standard,none,62,67,67,196,65.33333333333333,1.0806451438605622,1.0806451438605622
male,group C,associate's degree,free/reduced,none,77,67,64,208,69.33333333333333,0.8701298588294823,0.831168820374431
male,group D,some high school,standard,none,69,66,61,196,65.33333333333333,0.9565217252678011,0.8840579582020586
female,group D,associate's degree,free/reduced,none,43,60,58,161,53.666666666666664,1.39534880475933,1.3488371779340191
male,group D,associate's degree,standard,none,90,87,85,262,87.33333333333333,0.966666655925926,0.9444444339506174
male,group C,some college,free/reduced,none,74,77,73,224,74.66666666666667,1.040540526479182,0.9864864731555882
male,group C,some high school,standard,none,73,66,63,202,67.33333333333333,0.9041095766560332,0.8630136868080317
female,group D,some college,free/reduced,none,55,71,69,195,65.0,1.290909067438017,1.2545454317355376
female,group C,high school,standard,none,65,69,67,201,67.0,1.0615384452071008,1.0307692149112428
male,group D,associate's degree,standard,none,80,63,63,206,68.66666666666667,0.7874999901562502,0.7874999901562502
female,group C,some high school,free/reduced,completed,50,60,60,170,56.666666666666664,1.1999999760000006,1.1999999760000006
female,group C,some college,free/reduced,completed,63,73,71,207,69.0,1.158730140337617,1.1269841090954904
female,group B,bachelor's degree,free/reduced,none,77,85,87,249,83.0,1.1038960895597911,1.129870115196492
male,group C,some college,standard,none,73,74,61,208,69.33333333333333,1.013698616250704,0.835616426909364
male,group D,associate's degree,standard,completed,81,72,77,230,76.66666666666667,0.8888888779149522,0.9506172722146016
female,group C,high school,free/reduced,none,66,76,68,210,70.0,1.1515151340679526,1.0303030146923786
male,group D,associate's degree,free/reduced,none,52,57,50,159,53.0,1.0961538250739649,0.9615384430473377
female,group C,some college,standard,none,69,78,76,223,74.33333333333333,1.1304347662255831,1.1014492593992862
female,group C,associate's degree,standard,completed,65,84,84,233,77.66666666666667,1.2923076724260358,1.2923076724260358
female,group D,high school,standard,completed,69,77,78,224,74.66666666666667,1.1159420128124347,1.1304347662255831
female,group B,some college,standard,completed,50,64,66,180,60.0,1.2799999744000006,1.3199999736000005
female,group E,some college,standard,completed,73,78,76,227,75.66666666666667,1.0684931360480392,1.0410958761493716
female,group C,some high school,standard,completed,70,82,76,228,76.0,1.1714285546938779,1.0857142702040818
male,group D,associate's degree,free/reduced,none,81,75,78,234,78.0,0.9259259144947418,0.9629629510745314
male,group D,some college,free/reduced,none,63,61,60,184,61.333333333333336,0.9682539528848579,0.9523809372637947
female,group D,high school,standard,none,67,72,74,213,71.0,1.0746268496324352,1.1044775954555583
male,group B,high school,standard,none,60,68,60,188,62.666666666666664,1.1333333144444449,0.9999999833333336
male,group B,high school,standard,none,62,55,54,171,57.0,0.8870967598855362,0.8709677278876173
female,group C,some high school,free/reduced,completed,29,40,44,113,37.666666666666664,1.379310297265162,1.5172413269916782
male,group B,some college,standard,completed,62,66,68,196,65.33333333333333,1.0645161118626434,1.096774175858481
female,group E,master's degree,standard,completed,94,99,100,293,97.66666666666667,1.0531914781575376,1.0638297759167046
male,group E,some college,standard,completed,85,75,68,228,76.0,0.8823529307958479,0.7999999905882355
male,group D,associate's degree,free/reduced,none,77,78,73,228,76.0,1.0129869998313377,0.9480519357395852
male,group A,high school,free/reduced,none,53,58,44,155,51.666666666666664,1.0943396019935925,0.830188663581346
male,group E,some college,free/reduced,none,93,90,83,266,88.66666666666667,0.9677419250780438,0.8924731086830848
female,group C,associate's degree,standard,none,49,53,53,155,51.666666666666664,1.0816326309870892,1.0816326309870892
female,group E,associate's degree,free/reduced,none,73,76,78,227,75.66666666666667,1.0410958761493716,1.0684931360480392
female,group C,bachelor's degree,free/reduced,completed,66,74,81,221,73.66666666666667,1.121212104224059,1.2272727086776862
female,group D,associate's degree,standard,none,77,77,73,227,75.66666666666667,0.9999999870129872,0.9480519357395852
female,group C,some high school,standard,none,49,63,56,168,56.0,1.2857142594752193,1.1428571195335282
female,group D,some college,free/reduced,none,79,89,86,254,84.66666666666667,1.1265822642204777,1.088607581156866
female,group C,associate's degree,standard,completed,75,82,90,247,82.33333333333333,1.0933333187555558,1.1999999840000002
female,group A,bachelor's degree,standard,none,59,72,70,201,67.0,1.2203389623671363,1.186440657856938
female,group D,associate's degree,standard,completed,57,78,79,214,71.33333333333333,1.3684210286241925,1.3859648879655284
male,group C,high school,free/reduced,none,66,66,59,191,63.666666666666664,0.9999999848484851,0.8939393803948579
female,group E,bachelor's degree,standard,completed,79,81,82,242,80.66666666666667,1.0253164427175134,1.037974670405384
female,group B,some high school,standard,none,57,67,72,196,65.33333333333333,1.1754385758694987,1.2631578725761776
male,group A,bachelor's degree,standard,completed,87,84,87,258,86.0,0.9655172302814111,0.9999999885057473
female,group D,some college,standard,none,63,64,67,194,64.66666666666667,1.0158729997480476,1.0634920466112374
female,group B,some high school,free/reduced,completed,59,63,64,186,62.0,1.0677965920712442,1.0847457443263433
male,group A,bachelor's degree,free/reduced,none,62,72,65,199,66.33333333333333,1.1612903038501565,1.0483870798647246
male,group D,high school,standard,none,46,34,36,116,38.666666666666664,0.7391304187145562,0.7826086786389418
male,group C,some college,standard,none,66,59,52,177,59.0,0.8939393803948579,0.7878787759412307
male,group D,high school,standard,none,89,87,79,255,85.0,0.9775280789041789,0.8876404394647142
female,group D,associate's degree,free/reduced,completed,42,61,58,161,53.666666666666664,1.4523809178004545,1.3809523480725632
male,group C,some college,standard,completed,93,84,90,267,89.0,0.9032257967395075,0.9677419250780438
female,group E,some high school,standard,completed,80,85,85,250,83.33333333333333,1.0624999867187501,1.0624999867187501
female,group D,some college,standard,none,98,100,99,297,99.0,1.020408152852978,1.0102040713244482
male,group D,master's degree,standard,none,81,81,84,246,82.0,0.9999999876543212,1.037037024234111
female,group B,some high school,standard,completed,60,70,74,204,68.0,1.1666666472222227,1.2333333127777781
female,group B,associate's degree,free/reduced,completed,76,94,87,257,85.66666666666667,1.23684208898892,1.1447368270429366
male,group C,associate's degree,standard,completed,73,78,72,223,74.33333333333333,1.0684931360480392,0.9863013563520362
female,group C,associate's degree,standard,completed,96,96,99,291,97.0,0.9999999895833335,1.0312499892578126
female,group C,high school,standard,none,76,76,74,226,75.33333333333333,0.9999999868421054,0.9736841977146816
male,group E,associate's degree,free/reduced,completed,91,73,80,244,81.33333333333333,0.8021977933824419,0.8791208694602103
female,group C,some college,free/reduced,none,62,72,70,204,68.0,1.1612903038501565,1.1290322398543187
male,group D,some high school,free/reduced,completed,55,59,59,173,57.666666666666664,1.0727272532231409,1.0727272532231409
female,group B,some high school,free/reduced,completed,74,90,88,252,84.0,1.2162161997808623,1.1891891731190654
male,group C,high school,standard,none,50,48,42,140,46.666666666666664,0.9599999808000005,0.8399999832000004
male,group B,some college,standard,none,47,43,41,131,43.666666666666664,0.9148935975554554,0.8723404069714807
male,group E,some college,standard,completed,81,74,71,226,75.33333333333333,0.9135802356348119,0.8765431990550223
female,group E,associate's degree,standard,completed,65,75,77,217,72.33333333333333,1.1538461360946748,1.1846153663905328
male,group E,some high school,standard,completed,68,51,57,176,58.666666666666664,0.7499999889705884,0.8382352817906576
female,group D,high school,free/reduced,none,73,92,84,249,83.0,1.260273955338713,1.1506849157440422
male,group C,some college,standard,none,53,39,37,129,43.0,0.7358490427198294,0.6981131943752228
female,group B,associate's degree,free/reduced,completed,68,77,80,225,75.0,1.1323529245242216,1.1764705709342564
male,group A,some high school,free/reduced,none,55,46,43,144,48.0,0.8363636211570251,0.781818167603306
female,group C,some college,standard,completed,87,89,94,270,90.0,1.022988493988638,1.0804597576958648
male,group D,some high school,standard,none,55,47,44,146,48.666666666666664,0.8545454390082647,0.7999999854545458
female,group E,some college,free/reduced,none,53,58,57,168,56.0,1.0943396019935925,1.0754716778212892
male,group C,master's degree,standard,none,67,57,59,183,61.0,0.8507462559590111,0.8805970017821343
male,group C,associate's degree,standard,none,92,79,84,255,85.0,0.8586956428402648,0.9130434683364841
female,group B,some college,free/reduced,completed,53,66,73,192,64.0,1.245282995372019,1.3773584645781423
male,group D,associate's degree,standard,none,81,71,73,225,75.0,0.8765431990550223,0.9012345567748821
male,group C,high school,free/reduced,none,61,60,55,176,58.666666666666664,0.9836065412523518,0.9016393294813225
male,group D,bachelor's degree,standard,none,80,73,72,225,75.0,0.9124999885937501,0.8999999887500002
female,group A,associate's degree,free/reduced,none,37,57,56,150,50.0,1.540540498904311,1.5135134726077442
female,group C,high school,standard,none,81,84,82,247,82.33333333333333,1.037037024234111,1.012345666514251
female,group C,associate's degree,standard,completed,59,73,72,204,68.0,1.2372881146222354,1.2203389623671363
male,group B,some college,free/reduced,none,55,55,47,157,52.333333333333336,0.9999999818181822,0.8545454390082647
male,group D,associate's degree,standard,none,72,79,74,225,75.0,1.0972222069830249,1.0277777635030867
male,group D,high school,standard,none,69,75,71,215,71.66666666666667,1.0869565059861377,1.0289854923335435
male,group C,some college,standard,none,69,64,68,201,67.0,0.9275362184415041,0.9855072320940981
female,group C,bachelor's degree,free/reduced,none,50,60,59,169,56.333333333333336,1.1999999760000006,1.1799999764000004
male,group B,some college,standard,completed,87,84,86,257,85.66666666666667,0.9655172302814111,0.9885057357643019
male,group D,some high school,standard,completed,71,69,68,208,69.33333333333333,0.9718309722277328,0.9577464653838527
male,group E,some college,standard,none,68,72,65,205,68.33333333333333,1.0588235138408306,0.9558823388840832
male,group C,master's degree,free/reduced,completed,79,77,75,231,77.0,0.9746835319660313,0.9493670765902902
female,group C,some high school,standard,completed,77,90,85,252,84.0,1.1688311536515434,1.1038960895597911
male,group C,associate's degree,free/reduced,none,58,55,53,166,55.333333333333336,0.9482758457193821,0.9137930876932226
female,group E,associate's degree,standard,none,84,95,92,271,90.33333333333333,1.1309523674886623,1.0952380821995467
male,group D,some college,standard,none,55,58,52,165,55.0,1.0545454353719013,0.9454545282644632
male,group E,bachelor's degree,free/reduced,completed,70,68,72,210,70.0,0.9714285575510206,1.0285714138775512
female,group D,some college,free/reduced,completed,52,59,65,176,58.666666666666664,1.1346153627958584,1.249999975961539
male,group B,some college,standard,completed,69,77,77,223,74.33333333333333,1.1159420128124347,1.1159420128124347
female,group C,high school,free/reduced,none,53,72,64,189,63.0,1.358490540405839,1.2075471470274124
female,group D,some high school,standard,none,48,58,54,160,53.333333333333336,1.2083333081597227,1.1249999765625005
male,group D,some high school,standard,completed,78,81,86,245,81.66666666666667,1.0384615251479292,1.1025640884286656
female,group B,high school,standard,none,62,62,63,187,62.333333333333336,0.999999983870968,1.016129015868887
male,group D,some college,standard,none,60,63,59,182,60.666666666666664,1.0499999825000004,0.9833333169444448
female,group B,high school,standard,none,74,72,72,218,72.66666666666667,0.9729729598246898,0.9729729598246898
female,group C,high school,standard,completed,58,75,77,210,70.0,1.2931034259809755,1.3275861840071348
male,group B,high school,standard,completed,76,62,60,198,66.0,0.8157894629501387,0.7894736738227148
female,group D,some high school,standard,none,68,71,75,214,71.33333333333333,1.0441176317041525,1.1029411602508654
male,group A,some college,free/reduced,none,58,60,57,175,58.333333333333336,1.0344827407847803,0.9827586037455414
male,group B,high school,standard,none,52,48,49,149,49.666666666666664,0.9230769053254442,0.9423076741863909
male,group D,bachelor's degree,standard,none,75,73,74,222,74.0,0.9733333203555558,0.9866666535111113
female,group B,some high school,free/reduced,completed,52,67,72,191,63.666666666666664,1.2884615136834325,1.3846153579881662
female,group C,bachelor's degree,free/reduced,none,62,78,79,219,73.0,1.2580644958376694,1.2741935278355883
male,group B,some college,standard,none,66,65,60,191,63.666666666666664,0.9848484699265384,0.9090908953168046
female,group B,some high school,free/reduced,none,49,58,55,162,54.0,1.1836734452311541,1.1224489566847153
female,group B,high school,standard,none,66,72,70,208,69.33333333333333,1.0909090743801655,1.0606060445362722
female,group C,some college,free/reduced,none,35,44,43,122,40.666666666666664,1.2571428212244908,1.228571393469389
female,group A,some college,standard,completed,72,79,82,233,77.66666666666667,1.0972222069830249,1.1388888730709879
male,group E,associate's degree,standard,completed,94,85,82,261,87.0,0.9042553095291989,0.8723404162516977
female,group D,associate's degree,free/reduced,none,46,56,57,159,53.0,1.2173912778827984,1.2391304078449912
female,group B,master's degree,standard,none,77,90,84,251,83.66666666666667,1.1688311536515434,1.0909090767414407
female,group B,high school,free/reduced,completed,76,85,82,243,81.0,1.1184210379155126,1.078947354224377
female,group C,associate's degree,standard,completed,52,59,62,173,57.666666666666664,1.1346153627958584,1.1923076693786987
male,group C,bachelor's degree,standard,completed,91,81,79,251,83.66666666666667,0.8901098803284628,0.8681318585919576
female,group B,some high school,standard,completed,32,51,44,127,42.333333333333336,1.5937499501953143,1.3749999570312514
female,group E,some high school,free/reduced,none,72,79,77,228,76.0,1.0972222069830249,1.0694444295910497
female,group B,some college,standard,none,19,38,32,89,29.666666666666668,1.9999998947368476,1.6842104376731348
male,group C,associate's degree,free/reduced,none,68,65,61,194,64.66666666666667,0.9558823388840832,0.8970588103373704
female,group C,master's degree,free/reduced,none,52,65,61,178,59.333333333333336,1.249999975961539,1.173076900517752
female,group B,high school,standard,none,48,62,60,170,56.666666666666664,1.2916666397569452,1.2499999739583338
female,group D,some college,free/reduced,none,60,66,70,196,65.33333333333333,1.099999981666667,1.1666666472222227
male,group D,high school,free/reduced,none,66,74,69,209,69.66666666666667,1.121212104224059,1.0454545296143254
male,group E,some high school,standard,completed,89,84,77,250,83.33333333333333,0.9438202141143797,0.865168529604848
female,group B,high school,standard,none,42,52,51,145,48.333333333333336,1.238095208616781,1.2142856853741504
female,group E,associate's degree,free/reduced,completed,57,68,73,198,66.0,1.1929824352108345,1.2807017319175136
male,group D,high school,standard,none,70,70,70,210,70.0,0.9999999857142859,0.9999999857142859
female,group E,associate's degree,free/reduced,none,70,84,81,235,78.33333333333333,1.199999982857143,1.1571428406122453
male,group E,some college,standard,none,69,60,54,183,61.0,0.8695652047889101,0.7826086843100191
female,group C,associate's degree,standard,none,52,55,57,164,54.666666666666664,1.0576922873520715,1.0961538250739649
male,group C,some high school,standard,completed,67,73,68,208,69.33333333333333,1.0895522225439966,1.0149253579861888
male,group C,some high school,standard,completed,76,80,73,229,76.33333333333333,1.052631565096953,0.9605263031509698
female,group E,associate's degree,standard,none,87,94,95,276,92.0,1.0804597576958648,1.0919540104373102
female,group B,some college,standard,none,82,85,87,254,84.66666666666667,1.0365853532123739,1.0609755968173709
female,group C,some college,standard,none,73,76,78,227,75.66666666666667,1.0410958761493716,1.0684931360480392
male,group A,some college,free/reduced,none,75,81,74,230,76.66666666666667,1.0799999856000002,0.9866666535111113
female,group D,some college,free/reduced,none,64,74,75,213,71.0,1.156249981933594,1.1718749816894534
female,group E,high school,free/reduced,none,41,45,40,126,42.0,1.097560948839977,0.9756097323022017
male,group C,high school,standard,none,90,75,69,234,78.0,0.8333333240740742,0.7666666581481483
male,group B,bachelor's degree,standard,none,59,54,51,164,54.666666666666664,0.9152542217753522,0.8644067650100549
male,group A,some high school,standard,none,51,31,36,118,39.333333333333336,0.6078431253364094,0.7058823391003464
male,group A,high school,free/reduced,none,45,47,49,141,47.0,1.0444444212345685,1.0888888646913586
female,group C,master's degree,standard,completed,54,64,67,185,61.666666666666664,1.1851851632373118,1.2407407177640608
male,group E,some high school,standard,completed,87,84,76,247,82.33333333333333,0.9655172302814111,0.8735632083498482
female,group C,high school,standard,none,72,80,83,235,78.33333333333333,1.1111110956790127,1.1527777617669757
male,group B,some high school,standard,completed,94,86,87,267,89.0,0.9148936072883659,0.9255319050475329
female,group A,bachelor's degree,standard,none,45,59,64,168,56.0,1.3111110819753093,1.4222221906172847
male,group D,bachelor's degree,free/reduced,completed,61,70,76,207,69.0,1.1475409647944104,1.2459016189196457
female,group B,high school,free/reduced,none,60,72,68,200,66.66666666666667,1.1999999800000003,1.1333333144444449
female,group C,some high school,standard,none,77,91,88,256,85.33333333333333,1.181818166469894,1.1428571280148425
female,group A,some high school,standard,completed,85,90,92,267,89.0,1.0588235169550175,1.0823529284429068
female,group D,bachelor's degree,free/reduced,none,78,90,93,261,87.0,1.1538461390532546,1.1923076770216965
male,group E,some college,free/reduced,completed,49,52,51,152,50.666666666666664,1.0612244681382763,1.0408163052894632
female,group B,high school,free/reduced,none,71,87,82,240,80.0,1.225352095417576,1.1549295611981751
female,group C,some high school,free/reduced,none,48,58,52,158,52.666666666666664,1.2083333081597227,1.0833333107638894
male,group C,high school,standard,none,62,67,58,187,62.333333333333336,1.0806451438605622,0.9354838558792927
female,group C,associate's degree,free/reduced,completed,56,68,70,194,64.66666666666667,1.2142856926020413,1.249999977678572
female,group C,some high school,standard,none,65,69,76,210,70.0,1.0615384452071008,1.169230751242604
female,group D,some high school,free/reduced,completed,69,86,81,236,78.66666666666667,1.2463767935307712,1.1739130264650286
male,group B,some high school,standard,none,68,54,53,175,58.333333333333336,0.7941176353806231,0.7794117532439448
female,group A,some college,free/reduced,none,61,60,57,178,59.333333333333336,0.9836065412523518,0.9344262141897343
female,group C,bachelor's degree,free/reduced,completed,74,86,89,249,83.0,1.1621621464572682,1.2027026864499637
male,group A,bachelor's degree,standard,none,64,60,58,182,60.666666666666664,0.9374999853515628,0.906249985839844
female,group B,high school,standard,completed,77,82,89,248,82.66666666666667,1.0649350511047397,1.155844140833193
male,group B,some college,standard,none,58,50,45,153,51.0,0.8620689506539837,0.7758620555885852
female,group C,high school,standard,completed,60,64,74,198,66.0,1.0666666488888892,1.2333333127777781
male,group E,high school,standard,none,73,64,57,194,64.66666666666667,0.8767123167573656,0.7808219071120287
female,group A,high school,standard,completed,75,82,79,236,78.66666666666667,1.0933333187555558,1.0533333192888892
male,group B,associate's degree,free/reduced,completed,58,57,53,168,56.0,0.9827586037455414,0.9137930876932226
female,group C,associate's degree,standard,none,66,77,73,216,72.0,1.1666666489898994,1.1060605893021123
female,group D,high school,free/reduced,none,39,52,46,137,45.666666666666664,1.3333332991453002,1.1794871492439194
male,group C,some high school,standard,none,64,58,51,173,57.666666666666664,0.906249985839844,0.7968749875488284
female,group B,high school,free/reduced,completed,23,44,36,103,34.333333333333336,1.9130433950850696,1.5652173232514206
male,group B,some college,free/reduced,completed,74,77,76,227,75.66666666666667,1.040540526479182,1.0270270131482837
female,group D,some high school,free/reduced,completed,40,65,64,169,56.333333333333336,1.624999959375001,1.599999960000001
male,group E,master's degree,standard,none,90,85,84,259,86.33333333333333,0.9444444339506174,0.9333333229629631
male,group C,master's degree,standard,completed,91,85,85,261,87.0,0.9340659238014734,0.9340659238014734
male,group D,high school,standard,none,64,54,50,168,56.0,0.8437499868164064,0.781249987792969
female,group C,high school,standard,none,59,72,68,199,66.33333333333333,1.2203389623671363,1.1525423533467398
male,group D,associate's degree,standard,none,80,75,69,224,74.66666666666667,0.9374999882812501,0.8624999892187502
male,group C,master's degree,standard,none,71,67,67,205,68.33333333333333,0.9436619585399725,0.9436619585399725
female,group A,high school,standard,none,61,68,63,192,64.0,1.1147540800859987,1.0327868683149695
female,group E,some college,standard,none,87,85,93,265,88.33333333333333,0.9770114830228566,1.0689655049544196
male,group E,some high school,standard,none,82,67,61,210,70.0,0.8170731607674006,0.7439024299524094
male,group C,some high school,standard,none,62,64,55,181,60.333333333333336,1.0322580478668058,0.8870967598855362
female,group B,bachelor's degree,standard,none,97,97,96,290,96.66666666666667,0.9999999896907218,0.9896907114464876
male,group B,some college,free/reduced,none,75,68,65,208,69.33333333333333,0.906666654577778,0.8666666551111113
female,group C,bachelor's degree,standard,none,65,79,81,225,75.0,1.2153845966863908,1.246153826982249
male,group B,high school,standard,completed,52,49,46,147,49.0,0.9423076741863909,0.8846153676035506
male,group C,associate's degree,free/reduced,none,87,73,72,232,77.33333333333333,0.8390804501255121,0.8275861973840667
female,group C,associate's degree,standard,none,53,62,53,168,56.0,1.1698112986828058,0.9999999811320759
female,group E,master's degree,free/reduced,none,81,86,87,254,84.66666666666667,1.0617283819539707,1.0740740608139006
male,group D,bachelor's degree,free/reduced,completed,39,42,38,119,39.666666666666664,1.0769230493096655,0.9743589493754116
female,group C,some college,standard,completed,71,71,80,222,74.0,0.9999999859154932,1.1267605475104148
